,addresses,zip,lat,long,short-zip
2404,3847 Thousand Oaks,78217-1951,29.559546,-98.419308,78217
2405,4801 Goldfield,78218-4600,29.482494,-98.398062,78218
2406,224 Amires Place,78237-1276,29.438492,-98.574556,78237
2407,5700 New Braunfels Ave S,78223-2608,29.369522,-98.460979,78223
2408,802 Shemya Ave,78221-3142,29.334619,-98.516385,78221
2409,224 Amires Place,78237-1276,29.438492,-98.574556,78237
2410,624 Terrell Rd,78209-6131,29.471341,-98.446081,78209
2411,700 Rio Grande S,78202,29.424838,-98.447408,78202
2412,101 Griggs,78228-5710,29.44099,-98.587172,78228
2413,502 Walton Ave,78225-1460,29.393497,-98.529033,78225
2414,5650 Ocean Side,78242-3219,29.329598,-98.615107,78242
2415,4500 New Braunfels Ave N,78209-6225,29.470091,-98.460269,78209
2416,9022 Callaghan Rd,78230-4513,29.523815,-98.539876,78230
2417,501 Sacramento,78212-1825,29.472431,-98.500504,78212
2418,427 Princeton,78201-6323,29.445821,-98.513955,78201
2419,216 Lubbock St E,78204-2927,29.396883,-98.500842,78204
2420,539 Huisache Ave W,78212-3210,29.455814,-98.502562,78212
2421,8710 Datapoint,78229-3201,29.520254,-98.567071,78229
2422,3450 Southcross Blvd E,78223-1633,29.375816,-98.430302,78223
2423,4123 Commerce St W,78207-3652,29.42978,-98.544782,78207
2424,512 Euclid Ave W,78212-5103,29.4361,-98.497868,78212
2425,500 Refugio St,78210-1029,29.412849,-98.482322,78210
2426,202 Natalen Ave,78209-6727,29.456278,-98.46848,78209
2427,129 San Gabriel S,78237-1937,29.430154,-98.560406,78237
2428,8132 New Dawn,78250-2656,29.515587,-98.653666,78250
2429,8118 New Dawn,78250-2656,29.515135,-98.653689,78250
2430,6785 Cagnon Rd,78252,29.364406,-98.707278,78252
2431,635 Ware Blvd,78221-1939,29.348941,-98.49076,78221
2432,10762 Pleasanton Rd,78221-9688,29.281297,-98.500289,78221
2433,12521 Nacogdoches Rd,78217-2117,29.553504,-98.40354,78217
2434,23490 Ih 10 W,78257-1613,29.658814,-98.626323,78257
2435,2606 Hicks Ave,78210-5625,29.392039,-98.439374,78210
2436,12100 Volunteer Pkwy,78253-5039,29.478078,-98.732638,78253
2437,1300 Evans Rd,78258-6916,29.637506,-98.471754,78258
2438,9110 Broadway,78215,29.44005,-98.477843,78215
2439,9500 Mccullough Ave,78216,29.526059,-98.491807,78216
2440,1117 Gramercy Place W,78201-5217,29.460615,-98.512571,78201
2441,3502 Lake Town Ct,78217-3232,29.533385,-98.43132,78217
2442,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919,78218
2443,1135 Mission Rd,78210-4505,29.385518,-98.489741,78210
2444,803 Lee Hall,78212-1351,29.475425,-98.504532,78212
2445,1701 Santa Barbara,78201-4006,29.470386,-98.522657,78201
2446,13847 Chittim Woods Dr,78232-5458,29.574077,-98.45989,78232
2447,1500 Mission Rd,78210,29.382104,-98.489698,78210
2448,247 Bexar,78228-4207,29.465815,-98.552466,78228
2449,2051 Loop 1604 Nw,78221,29.216218,-98.493725,78221
2450,7175 Timber Ridge Dr,78227-1711,29.42226,-98.634975,78227
2451,2002 Roan,78227-2775,29.412585,-98.641291,78227
2452,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919,78218
2453,3526 Poplar St W,78228-6432,29.442691,-98.546829,78228
2454,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919,78218
2455,12133 Wetmore Rd,78247-3641,29.55211,-98.429483,78247
2456,12300 Wetmore Rd,78247,29.551388,-98.430082,78247
2457,8700 Old Tezel Rd,78254,29.524117,-98.668944,78254
2458,7135 Oaklawn,78229-3005,29.499851,-98.555784,78229
2459,3939 Medical Dr,78229-2102,29.519859,-98.560259,78229
2460,5240 Fredericksburg Rd,78229-4125,29.50427,-98.561546,78229
2461,4300 Emory Oak,78223,29.351706,-98.41238,78223
2462,1950 La Manda Blvd,78201-2227,29.486584,-98.527456,78201
2463,9800 Wurzbach Rd,78230,29.531673,-98.561532,78230
2464,6027 Little Brandywine,78233-4616,29.55571,-98.368147,78233
2465,1811 Springvale Dr,78227,29.381574,-98.63571,78227
2466,9531 State Hwy 151,78251-4425,29.447066,-98.672245,78251
2467,5234 Stoneshire,78218-4718,29.478658,-98.386182,78218
2468,111 Yolanda,78228-5860,29.442273,-98.578782,78228
2469,7322 Military Dr W,78227-2924,29.414836,-98.629086,78227
2470,100 Hackley,78207-1410,29.441035,-98.528858,78207
2471,3450 Southcross Blvd E,78223-1633,29.375816,-98.430302,78223
2472,242 Maurine,78223-1357,29.378856,-98.461736,78223
2473,300 Rosita,78207-6118,29.415824,-98.514725,78207
2474,1431 San Francisco,78201-4116,29.468747,-98.518563,78201
2475,2303 Loop 410 Ne ,78217-5602,29.516322,-98.422473,78217
2476,1701 Cactus Bluff,78258-7451,29.633495,-98.46927,78258
2477,3607 Quiet Meadow,78247-3024,29.577423,-98.424919,78247
2478,258 Edna Ave,78220-1226,29.417826,-98.436133,78220
2479,12400 Nacogdoches Rd,78217-2122,29.552503,-98.404987,78217
2480,4065 Ih 10 E,78219,29.429614,-98.414475,78219
2481,6400 Stahl Rd,78247-1013,29.594127,-98.3637,78247
2482,330 Sunshine E,78228-4238,29.473337,-98.548995,78228
2483,3907 Commercial Ave,78221-3124,29.333446,-98.516205,78221
2484,3725 Candlebluff Dr,78244-1989,29.458511,-98.365342,78244
2485,115 Pamela,78223-1265,29.376902,-98.468795,78223
2486,12702 Skyline Blvd,78217-1924,29.556338,-98.404074,78217
2487,4306 Tallulah Dr,78218-3541,29.491576,-98.408657,78218
2488,1500 Loop 1604 Ne,78221,29.216218,-98.493725,78221
2489,21703 Encino Commons,78259-2762,29.643425,-98.450974,78259
2490,1352 Gardina,78201-3311,29.480063,-98.536386,78201
2491,4727 Commerce St W,78237-1501,29.431023,-98.5569,78237
2492,1616 Loop 1604 Ne,78221,29.216218,-98.493725,78221
2493,9900 Sable Arrow,78251-4332,29.482544,-98.687094,78251
2494,803 Loop 410 Nw,78216-5614,29.520921,-98.50554,78216
2495,9803 Carowinds,78251-4318,29.477497,-98.683717,78251
2496,316 34Th St Nw,,29.425173,-98.494599,
2497,4226 Tallulah Dr,78218-3539,29.491577,-98.409086,78218
2498,914 Crestfield,78227-1820,29.424904,-98.628115,78227
2499,264 Lachappelle W,78204-1853,29.407894,-98.507692,78204
2500,342 Petaluma Blvd E,78221-3337,29.339156,-98.495424,78221
2501,911 Topaz,78228-6461,29.440251,-98.550562,78228
2502,211 Mayberry Ave,78228-6030,29.44031,-98.564827,78228
2503,12119 San  Miguel,78233-6740,29.551123,-98.401251,78233
2504,150 Arvin,78209-6004,29.476885,-98.438183,78209
2505,5251 Timberhill Dr,78238-3531,29.482848,-98.629521,78238
2506,132 Afton Oaks E,78232-1236,29.607898,-98.483913,78232
2507,11311 Sir Winston,78216-2468,29.552493,-98.510262,78216
2508,211 Mayberry Ave,78228-6030,29.44031,-98.564827,78228
2509,601 I St,78220-4102,29.405464,-98.437872,78220
2510,2410 Thousand Oaks,78232-3207,29.585421,-98.450371,78232
2511,5638 Fountainwood Dr,78233-4930,29.566698,-98.375872,78233
2512,5402 Havencrest Dr,78242-1318,29.365914,-98.601096,78242
2513,315 Cravens Ave,78223-1829,29.380164,-98.451882,78223
2514,639 Sabinas N,78207-2923,29.433442,-98.519024,78207
2515,8865 Grissom Rd,78251-2801,29.480797,-98.65983,78251
2516,203 Greenhaven,78201-2210,29.487412,-98.532136,78201
2517,1500 Hamiliton Ave S,78207,29.412838,-98.533516,78207
2518,231 Brightwood Place,78209-3314,29.496656,-98.460803,78209
2519,800 Military Dr Sw,78253,29.447346,-98.718672,78253
2520,2300 Pleasanton Rd,78221,29.356642,-98.503895,78221
2521,7930 Flores St S,78221-2416,29.346673,-98.486634,78221
2522,319 Mcdougal Ave,78223-1423,29.38103,-98.449465,78223
2523,102 Pardo Cir,78228-5025,29.460866,-98.552267,78228
2524,10000 Eveningway,78233-6520,29.53137,-98.38897,78233
2525,415 Glamis Ave,78223-1501,29.379291,-98.449658,78223
2526,5005 Timberhill Dr,78238-3517,29.480678,-98.627731,78238
2527,2502 Menchaca,78207,29.439976,-98.511256,78207
2528,2222 Knights Wood,78231-1945,29.567655,-98.530715,78231
2529,5025 Timberhill Dr,78238-3500,29.481367,-98.628295,78238
2530,4310 Tallulah Dr,78218-3541,29.491576,-98.408449,78218
2531,1402 Plumeria,78232-4837,29.56339,-98.474811,78232
2532,2310 Pleasanton Rd,78221,29.356215,-98.503888,78221
2533,235 Lyric Ave,78223-1849,29.376726,-98.450789,78223
2534,829 Thompson Place,78226-1415,29.394757,-98.535316,78226
2535,138 Ravenhill Dr E,78214-2549,29.360653,-98.486339,78214
2536,107 Barbara,78216-7339,29.503276,-98.49325,78216
2537,9603 Bandera Rd,78250-5600,29.533842,-98.646565,78250
2538,700 Ellison Dr S,78245-1010,29.43236,-98.685007,78245
2539,200 Astor,78210-5138,29.388014,-98.471553,78210
2540,167 Shoreview,78242-1040,29.370102,-98.618341,78242
2541,25001 Granite Path,78258-1924,29.64877,-98.500981,78258
2542,11515 Whisper Cir,78230-3705,29.54617,-98.538241,78230
2543,8558 Timberbriar,78250-4316,29.487522,-98.65138,78250
2544,25000 Granite Path,78258,29.649493,-98.500315,78258
2545,600 Groos Ave,78223,29.371338,-98.466695,78223
2546,1300 Mariposa W,78201-2912,29.480904,-98.516142,78201
2547,2400 Lockhill-Selma Rd,78230,29.544118,-98.531983,78230
2548,1400 Kendalia Ave,78224-1108,29.360065,-98.530222,78224
2549,2907 Thousand Oaks,78247-3312,29.577779,-98.441285,78247
2550,1437 Kendalia Ave,78224-1109,29.360204,-98.5319,78224
2551,4400 Walzem Rd,78218-2041,29.510308,-98.407554,78218
2552,710 Shelby,78211-2758,29.365129,-98.522761,78211
2553,600 Nellie,78220,29.407465,-98.441001,78220
2554,5700 Lost Crk,78247,29.589002,-98.380503,78247
2555,5102 Stockman Dr,78247-1814,29.577191,-98.389719,78247
2556,6600 Ingram Rd,78238-4118,29.465276,-98.622988,78238
2557,123 Kathy,78223-1249,29.375994,-98.468503,78223
2558,5200 Timberhill Dr,78238-3516,29.481415,-98.628335,78238
2559,1200 Lombrano St,78207-1441,29.443099,-98.527443,78207
2560,11510 Whisper Ledge,78230-3715,29.545587,-98.53897,78230
2561,1154 F Street,78220,29.40851,-98.420578,78220
2562,500 Oblate,78216,29.50433,-98.49926,78216
2563,8800 Starcrest Dr,78217-4703,29.52047,-98.422782,78217
2564,20410 Grail Quest,78258-3308,29.631886,-98.490783,78258
2565,941 Kayton Ave,78210-3671,29.397416,-98.454753,78210
2566,300 Jim St,78208-1822,29.440166,-98.448984,78208
2567,4830 Ray Bon Dr,78218-3900,29.491562,-98.386218,78218
2568,5410 Morey Rd,78227,29.392178,-98.601061,78227
2569,5025 Timberhill Dr,78238-3500,29.481367,-98.628295,78238
2570,10102 Old Us Hwy 90 W,78227,29.405142,-98.619874,78227
2571,6800 Ingram Rd,78238-4103,29.464913,-98.623931,78238
2572,1600 Donaldson Ave,78228-3025,29.465248,-98.556662,78228
2573,5410 Morey Rd,78227,29.392178,-98.601061,78227
2574,5414 Midcrown Dr E,78218-6071,29.494322,-98.383919,78218
2575,1618 Wrangler Dr,78227-2781,29.417041,-98.642585,78227
2576,1330 Meadow Knoll,78227-1707,29.425477,-98.640149,78227
2577,20505 Us Hwy 281 N,78258,29.634211,-98.458123,78258
2578,3098 Caliza Dr,78259,29.638234,-98.433522,78259
2579,8722 Cinnamon Crk,78240-4500,29.523051,-98.579857,78240
2580,2914 Josue Sanchez,78235,29.350141,-98.446622,78235
2581,2011 Bandera Rd,78228-2800,29.473317,-98.578678,78228
2582,6700 Willow Oak,78249-1512,29.573476,-98.622181,78249
2583,2300 28Th St Nw,,29.425173,-98.494599,
2584,530 Elmwood,78212-2112,29.468861,-98.502672,78212
2585,5410 Morey Rd,78227,29.392178,-98.601061,78227
2586,8700 Post Oak Ln,78217-5113,29.518842,-98.434132,78217
2587,1318 Ridgewood Ct W,78201-4107,29.467914,-98.516364,78201
2588,7135 Snowden,78240-4756,29.501145,-98.589256,78240
2589,300 Catalina,78201-4145,29.46673,-98.517367,78201
2590,909 Alametos St,78201-3002,29.476936,-98.508286,78201
2591,3900 Neer Ave,78213-4523,29.490672,-98.52008,78213
2592,909 Alametos St,78201-3002,29.476936,-98.508286,78201
2593,1400 Tampico St,78207-6029,29.4147,-98.520635,78207
2594,318 Notre Dame Dr,78228-4908,29.453447,-98.555939,78228
2595,6209 West Ave,78213-2315,29.519906,-98.525941,78213
2596,338 Bonnell Dr,78223-1220,29.380531,-98.464011,78223
2597,139 Sterling St,78220-3132,29.412454,-98.440164,78220
2598,10700 Nacogdoches Rd,78217-2849,29.536816,-98.425348,78217
2599,4330 Spectrum One,78230-3122,29.53767,-98.564675,78230
2600,12523 Mt Defiance,78233-5130,29.554915,-98.375043,78233
2601,7077 San Pedro Ave,78216-6209,29.51105,-98.499258,78216
2602,419 Norwood W,78212-2129,29.468014,-98.500446,78212
2603,822 Hutchins Place W,78221-2511,29.345634,-98.517286,78221
2604,2213 Martin St W,78207-2259,29.431185,-98.51677,78207
2605,207 Oconee,78211,29.365311,-98.524852,78211
2606,13039 Feather Rdg,78233-4550,29.560032,-98.367686,78233
2607,909 Alametos St,78201-3002,29.476936,-98.508286,78201
2608,1415 Santa Anna,78201-4122,29.471184,-98.517922,78201
2609,438 Stardust St,78228-2761,29.469886,-98.587151,78228
2610,6100 Walzem Rd,78218-2109,29.504927,-98.367801,78218
2611,22106 Yorkhaven,78259-2138,29.647268,-98.428703,78259
2612,12702 Maple Park Dr,78249-4461,29.557496,-98.63605,78249
2613,162 Cheryl Dr W,78228-4037,29.459768,-98.56174,78228
2614,5314 Randolph Blvd,78233-6209,29.528333,-98.385159,78233
2615,13616 Primwood,78233-4972,29.565283,-98.37911,78233
2616,5419 Morey Rd,78227,29.392183,-98.596468,78227
2617,3326 Laurel W,78228-6359,29.44654,-98.548691,78228
2618,15531 Jane Grove,78253-5748,29.435324,-98.804496,78253
2619,2819 White S Ww,,29.425173,-98.494599,
2620,2419 Arbor Place,78228-6405,29.438981,-98.542259,78228
2621,438 Stardust St,78228-2761,29.469886,-98.587151,78228
2622,12119 San Miguel,78233-6740,29.551123,-98.401251,78233
2623,418 Weizmann,78213-4640,29.492389,-98.511308,78213
2624,5945 Misty Glen,78247-4702,29.595564,-98.3727,78247
2625,2815 Lake Emerald,78222-1512,29.391677,-98.381768,78222
2626,5419 Morey Rd,78227,29.392183,-98.596468,78227
2627,6103 Apple Valley,78250,29.49989,-98.68609,78250
2628,1100 Bitters Rd W,78216-7809,29.578783,-98.50984,78216
2629,14618 Swale,78248-0944,29.578575,-98.534097,78248
2630,2400 Cincinnati Ave,78228-5401,29.452114,-98.551418,78228
2631,12002 Treewell Glen,78249-3932,29.556116,-98.649236,78249
2632,8233 Ewing Halsell,78229-3707,29.515537,-98.575717,78229
2633,100 Quill Dr W,78228-4011,29.46663,-98.567288,78228
2634,560 Grandview Place,78209-5408,29.476918,-98.453963,78209
2635,129 Woodlawn E,78212-3455,29.452966,-98.492743,78212
2636,13113 Independence Ave,78233-4642,29.560106,-98.363304,78233
2637,19500 Us Hwy 281 N,78258-7502,29.62437,-98.463167,78258
2638,3601 Magic Dr,78229-2947,29.504459,-98.553036,78229
2639,100 Quill Dr W,78228-4011,29.46663,-98.567288,78228
2640,819 Clower,78212-1313,29.477689,-98.505245,78212
2641,15801 Babcock Rd,78255,29.592419,-98.628901,78255
2642,6500 Peace Pipe Dr,78238-3921,29.468459,-98.61477,78238
2643,150 Lincolnshire,78220-3113,29.411599,-98.439379,78220
2644,839 Kayton Ave,78210-3669,29.397413,-98.457181,78210
2645,8700 Post Oak Ln,78217-5113,29.518842,-98.434132,78217
2646,5406 Fair Rdg,78228-1053,29.48613,-98.581695,78228
2647,13410 Military Hwy Nw,78231-1805,29.565395,-98.538871,78231
2648,119 Stella,78203-2137,29.415178,-98.451518,78203
2649,6203 Lark Valley Dr,78242-2011,29.355099,-98.624535,78242
2650,1422 Golf Canyon,78258-7329,29.661911,-98.470918,78258
2651,129 Woodlawn E,78212-3455,29.452966,-98.492743,78212
2652,300 Cordelia,78237-2131,29.427889,-98.547333,78237
2653,570 Congress,78214-2544,29.361632,-98.48275,78214
2654,1226 Clower,78201-3621,29.477687,-98.514218,78201
2655,1438 Socorro St,78214-3446,29.316035,-98.473505,78214
2656,8233 Ewing Halsell,78229-3707,29.515537,-98.575717,78229
2657,13125 Independence Ave,78233-4642,29.560298,-98.36281,78233
2658,5350 Military Dr W,78242-1227,29.372335,-98.605657,78242
2659,1310 Rice Rd,78220-3546,29.409098,-98.393061,78220
2660,128 Perry Ct,78209-6212,29.467579,-98.462417,78209
2661,11713 Whisper Valley,78230-3739,29.549375,-98.541602,78230
2662,7900 Mordred Rd,78218,29.510181,-98.391221,78218
2663,1500 Laurel W,78201-6218,29.443136,-98.515963,78201
2664,200 Moursund Blvd,78221,29.334617,-98.503825,78221
2665,300 Tyson,78237,29.417908,-98.584905,78237
2666,641 Kings Hwy W,78212-2735,29.459644,-98.504404,78212
2667,129 Woodlawn E,78212-3455,29.452966,-98.492743,78212
2668,111 Westhaven,78227-3544,29.405611,-98.634674,78227
2669,100 Lirio Dr,78207-6104,29.417827,-98.515606,78207
2670,603 Robinhood Place E,78209-3429,29.498723,-98.454072,78209
2671,13409 Military Hwy Nw,78231-1800,29.565277,-98.538802,78231
2672,1500 San Pedro Ave,78212,29.447038,-98.499341,78212
2673,1120 Loop 1604 Nw,78221,29.216218,-98.493725,78221
2674,7737 Skolout St,78227-4020,29.400388,-98.642463,78227
2675,129 Woodlawn E,78212-3455,29.452966,-98.492743,78212
2676,1375 Creekview,78219,29.442313,-98.418453,78219
2677,25001 Granite Path,78258-1924,29.64877,-98.500981,78258
2678,2100 Martin St W,78207,29.431021,-98.515097,78207
2679,2915 Commerce St E,78203,29.41951,-98.446376,78203
2680,4122 New Braunfels Ave S,78223-1718,29.378204,-98.46117,78223
2681,14600 Edgemont,78247-1904,29.573862,-98.387441,78247
2682,8446 Vidor,78216-6043,29.515429,-98.472677,78216
2683,903 Leahy,78221-1047,29.364706,-98.519707,78221
2684,8602 Easy Valley,78227-2325,29.412848,-98.656622,78227
2685,100 Wild Cherry,78228,29.465325,-98.557371,78228
2686,300 Palm Dr,78228-3058,29.461339,-98.558237,78228
2687,400 Boswell St,78214-2420,29.358969,-98.499043,78214
2688,2606 Darwin,78228-3450,29.46267,-98.599163,78228
2689,514 Walton  Ave,78225-1460,29.393561,-98.529686,78225
2690,7863 Callaghan Rd,78229-2451,29.509288,-98.554267,78229
2691,5000 Huntsmoor,78220-1857,29.421033,-98.395112,78220
2692,1400 Sherman St,78202-1556,29.433965,-98.458114,78202
2693,8200 Windover Dr,78218-1556,29.510798,-98.411222,78218
2694,601 I St,78220-4102,29.405464,-98.437872,78220
2695,8402 Oak Cross,78251-2569,29.4632,-98.662916,78251
2696,8201 Rim Line Dr,78251,29.46257,-98.65694,78251
2697,5410 Morey Rd,78227,29.392178,-98.601061,78227
2698,8931 Rich Quail,78251-2973,29.450249,-98.659158,78251
2699,5100 Usaa Blvd,78240-5009,29.533941,-98.585397,78240
2700,380 Towne Vue,78213-2519,29.518439,-98.520365,78213
2701,5410 Morey Rd,78227,29.392178,-98.601061,78227
2702,7302 Westshire Dr,78227-2820,29.411543,-98.634195,78227
2703,8026 Floyd Curl,78229-3915,29.512852,-98.577198,78229
2704,7503 Marbach Rd,78227-1703,29.417781,-98.636485,78227
2705,1811 Lamar,78202-1618,29.430978,-98.452817,78202
2706,2828 Goliad Rd,78223-3960,29.35495,-98.432914,78223
2707,203 Mcdonald,78210-4932,29.381017,-98.484417,78210
2708,900 Brighton,78211-1740,29.375388,-98.516861,78211
2709,100 Mission Rd,78210-2709,29.401584,-98.487578,78210
2710,2831 Lombrano St,78228-6334,29.445658,-98.548951,78228
2711,511 Blueridge,78228-6362,29.444686,-98.548444,78228
2712,2700 Hunt Ln,78227,29.402602,-98.663136,78227
2713,900 Wilson Blvd,78228-5317,29.455896,-98.539138,78228
2714,7500 Old Corpus Christi Rd,78223,29.352155,-98.458709,78223
2715,400 Wild Cherry,78228,29.468333,-98.556983,78228
2716,1200 Memorial St,78228,29.445917,-98.563371,78228
